scopus_source_id,subject_area,index,publisher,percentile,frequency,open_access,review_time,PSI
19700187808,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.10340083893374234,0.10280095620405033,0.07160254386360562,0.20560191240810047,0.4056695683550583
21100223336,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.10340083893374234,0.15420143430607547,0.07160254386360562,0.15420143430607533,0.4056695683550583
4700152641,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.10340083893374234,0.051400478102025166,0.07160254386360562,0.2570023905101256,0.40566956835505824
21100775395,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.0620405033602454,0.20560191240810066,0.07160254386360562,0.10280095620405023,0.3643092327815614
21100400012,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.0620405033602454,0.15420143430607547,0.07160254386360562,0.15420143430607533,0.36430923278156135
4700152467,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.0620405033602454,0.10280095620405033,0.07160254386360562,0.20560191240810047,0.36430923278156135
21100842538,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.0620405033602454,0.15420143430607547,0.07160254386360562,0.15420143430607533,0.36430923278156135
144674,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.0620405033602454,0.10280095620405033,0.07160254386360562,0.20560191240810047,0.36430923278156135
13024,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.0620405033602454,0.10280095620405033,0.07160254386360562,0.20560191240810047,0.36430923278156135
21100318403,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.0620405033602454,0.051400478102025166,0.07160254386360562,0.2570023905101256,0.3643092327815613
21100854726,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.0620405033602454,0.051400478102025166,0.07160254386360562,0.2570023905101256,0.3643092327815613
17700155307,Computer Science (miscellaneous),-0.10148392043660637,0.023747237382165914,0.0620405033602454,0.051400478102025166,0.07160254386360562,0.2570023905101256,0.3643092327815613
