Title,Citation Count,Scholarly Output,Percent Cited,CiteScore,SNIP,SJR,subject_area,Percentile,RANK,Rank Out Of,Publisher,Open Access,Quartile,URL Scopus Source ID,Print ISSN,E-ISSN,Index,Publisher2,Percentile2,Open Access2
In Silico Biology,4,7,57.1,0.6,0.586,0.11,Computational Theory and Mathematics,16.0,107.0,128.0,IOS Press,NO,4.0,https://www.scopus.com/sourceid/17974,1386-6338,1434-3207,Scopus,Others,400.0,No
Journal of Computer Virology and Hacking Techniques,354,87,78.2,4.1,1.474,0.439,Computational Theory and Mathematics,79.0,27.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/21100405702,2274-2042,2263-8733,Scopus,Springer,100.0,No
Foundations of Computational Mathematics,987,164,84.1,6.0,2.483,1.955,Computational Theory and Mathematics,90.0,13.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/28470,1615-3375,1615-3383,Scopus & SCIEISI,Springer,100.0,No
International Journal of Computer Mathematics,1459,564,67.2,2.6,1.022,0.5479999999999999,Computational Theory and Mathematics,60.0,51.0,128.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/28494,0020-7160,1029-0265,Scopus,Taylor and Francis,200.0,No
LMS Journal of Computation and Mathematics,131,51,66.7,2.6,2.283,0.386,Computational Theory and Mathematics,59.0,52.0,128.0,Cambridge University Press,NO,2.0,https://www.scopus.com/sourceid/19900192440,,1461-1570,Scopus,Others,200.0,No
International Journal of Fuzzy Systems,3636,630,76.0,5.8,1.436,0.758,Computational Theory and Mathematics,89.0,14.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/12358,1562-2479,2199-3211,Scopus & SCIEISI,Springer,100.0,No
International Journal of Applied Mathematics,73,185,18.9,0.4,0.22699999999999998,0.271,Computational Theory and Mathematics,8.0,117.0,128.0,Academic Publications Ltd.,YES,4.0,https://www.scopus.com/sourceid/21100841738,1311-1728,1314-8060,Scopus,Others,400.0,Yes
Computer Research and Modeling,125,191,28.3,0.7,0.6729999999999999,0.3,Computational Theory and Mathematics,18.0,105.0,128.0,Institute of Computer Science,YES,4.0,https://www.scopus.com/sourceid/21100855805,2076-7633,2077-6853,Scopus,Others,400.0,Yes
International Journal of Computational Geometry and Applications,48,54,38.9,0.9,0.767,0.253,Computational Theory and Mathematics,20.0,102.0,128.0,World Scientific,NO,4.0,https://www.scopus.com/sourceid/28477,0218-1959,1793-6357,Scopus,Others,400.0,No
Journal of Organizational Computing and Electronic Commerce,328,72,68.1,4.6,1.141,0.718,Computational Theory and Mathematics,82.0,23.0,128.0,Taylor & Francis,NO,1.0,https://www.scopus.com/sourceid/19714,1091-9392,1532-7744,Scopus & SCIEISI,Taylor and Francis,100.0,No
Journal of Logical and Algebraic Methods in Programming,505,210,61.4,2.4,1.0190000000000001,0.42700000000000005,Computational Theory and Mathematics,58.0,53.0,128.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/21100403130,2352-2208,2352-2216,Scopus & SCIEISI,Elsevier,200.0,No
Sao Paulo Journal of Mathematical Sciences,47,113,28.3,0.4,0.409,0.231,Computational Theory and Mathematics,9.0,116.0,128.0,Springer Nature,YES,4.0,https://www.scopus.com/sourceid/21100901061,1982-6907,2316-9028,Scopus,Springer,400.0,Yes
Digital Signal Processing: A Review Journal,4200,757,79.8,5.5,1.558,0.659,Computational Theory and Mathematics,87.0,16.0,128.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/24306,1051-2004,1095-4333,Scopus,Elsevier,100.0,No
IEEE Transactions on Parallel and Distributed Systems,8447,923,83.7,9.2,2.294,0.929,Computational Theory and Mathematics,95.0,6.0,128.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/26098,1045-9219,,Scopus & SCIEISI,IEEE,100.0,No
Quantum Information and Computation,573,192,62.0,3.0,0.75,0.5589999999999999,Computational Theory and Mathematics,66.0,43.0,128.0,"Rinton Press, Inc.",NO,2.0,https://www.scopus.com/sourceid/29676,1533-7146,,Scopus & SCIEISI,Others,200.0,No
Theory of Computing Systems,489,283,56.9,1.7,0.973,0.513,Computational Theory and Mathematics,38.0,79.0,128.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/20573,1432-4350,1433-0490,Scopus & SCIEISI,Springer,300.0,No
Fundamenta Informaticae,1486,545,58.7,2.7,0.8759999999999999,0.33899999999999997,Computational Theory and Mathematics,62.0,48.0,128.0,IOS Press,NO,2.0,https://www.scopus.com/sourceid/28474,0169-2968,,Scopus & SCIEISI,Others,200.0,No
"Journal of Automata, Languages and Combinatorics",19,39,28.2,0.5,0.35,0.172,Computational Theory and Mathematics,11.0,114.0,128.0,"Institut fur Informatik, Justus-Liebig-Universitat Giessen",NO,4.0,https://www.scopus.com/sourceid/21100899600,1430-189X,2567-3785,Scopus,Others,400.0,No
Journal of Theoretical and Computational Chemistry,360,250,51.2,1.4,0.307,0.198,Computational Theory and Mathematics,35.0,83.0,128.0,World Scientific,NO,3.0,https://www.scopus.com/sourceid/24623,0219-6336,,Scopus,Others,300.0,No
Informatika i ee Primeneniya,233,228,42.1,1.0,0.982,0.264,Computational Theory and Mathematics,22.0,99.0,128.0,Federal Research Center Computer Science and Control of the Russian Academy of Sciences,NO,4.0,https://www.scopus.com/sourceid/21100793172,1992-2264,2310-9912,Scopus,Others,400.0,No
Dynamic Games and Applications,344,152,59.9,2.3,1.1420000000000001,0.47100000000000003,Computational Theory and Mathematics,57.0,55.0,128.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/19700177406,2153-0785,2153-0793,Scopus,Springer,200.0,No
IEEE Transactions on Knowledge and Data Engineering,9222,770,88.2,12.0,3.858,1.781,Computational Theory and Mathematics,96.0,5.0,128.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/17362,1041-4347,,Scopus & SCIEISI,IEEE,100.0,No
Distributed Computing,316,100,62.0,3.2,1.6640000000000001,0.7290000000000001,Computational Theory and Mathematics,69.0,40.0,128.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/24907,0178-2770,1432-0452,Scopus & SCIEISI,Springer,200.0,No
Computational Geosciences,1626,301,77.1,5.4,1.4240000000000002,0.823,Computational Theory and Mathematics,87.0,17.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/24501,1420-0597,,Scopus & SCIEISI,Springer,100.0,No
ACM Communications in Computer Algebra,36,110,14.5,0.3,0.203,0.129,Computational Theory and Mathematics,8.0,118.0,128.0,ACM,NO,4.0,https://www.scopus.com/sourceid/21100198457,1932-2232,1932-2240,Scopus,ACM,400.0,No
Journal of Graph Algorithms and Applications,213,120,55.0,1.8,1.0979999999999999,0.47100000000000003,Computational Theory and Mathematics,40.0,76.0,128.0,Brown University,YES,3.0,https://www.scopus.com/sourceid/28347,1526-1719,,Scopus,Others,300.0,Yes
Cryptography and Communications,481,228,56.6,2.1,1.172,0.816,Computational Theory and Mathematics,53.0,60.0,128.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/19600156814,1936-2447,1936-2455,Scopus & SCIEISI,Springer,200.0,No
Journal of Applied Analysis,41,79,26.6,0.5,0.475,0.205,Computational Theory and Mathematics,14.0,110.0,128.0,Walter de Gruyter,NO,4.0,https://www.scopus.com/sourceid/21100199308,1425-6908,1869-6082,Scopus,Others,400.0,No
Journal of Scientific Computing,3749,1040,68.1,3.6,1.402,1.531,Computational Theory and Mathematics,73.0,34.0,128.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/23490,0885-7474,1573-7691,Scopus,Springer,200.0,No
Computing and Informatics,274,215,43.7,1.3,0.528,0.217,Computational Theory and Mathematics,29.0,91.0,128.0,Slovak Academy of Sciences,YES,3.0,https://www.scopus.com/sourceid/24162,1335-9150,,Scopus & SCIEISI,Others,300.0,Yes
Computational Mechanics,2704,516,77.7,5.2,1.381,1.6119999999999999,Computational Theory and Mathematics,86.0,18.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/28457,0178-7675,1432-0924,Scopus,Springer,100.0,No
Computational Statistics and Data Analysis,2230,743,71.7,3.0,1.525,1.198,Computational Theory and Mathematics,67.0,42.0,128.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/28461,0167-9473,,Scopus & SCIEISI,Elsevier,200.0,No
Mathematics in Computer Science,194,143,46.2,1.4,0.938,0.322,Computational Theory and Mathematics,33.0,85.0,128.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/10900153313,1661-8270,1661-8289,Scopus,Springer,300.0,No
Computer-Aided Civil and Infrastructure Engineering,2996,249,88.8,12.0,2.8310000000000004,1.874,Computational Theory and Mathematics,97.0,4.0,128.0,Wiley-Blackwell,NO,1.0,https://www.scopus.com/sourceid/18144,1093-9687,1467-8667,Scopus & SCIEISI,Others,100.0,No
Bioinformatics,29767,3464,80.5,8.6,1.8130000000000002,3.5669999999999997,Computational Theory and Mathematics,92.0,10.0,128.0,Oxford University Press,NO,1.0,https://www.scopus.com/sourceid/17945,1367-4803,1367-4811,Scopus,Others,100.0,No
ACM Transactions on Parallel Computing,172,84,57.1,2.0,0.8079999999999999,0.29,Computational Theory and Mathematics,51.0,62.0,128.0,ACM,NO,2.0,https://www.scopus.com/sourceid/21100881468,2329-4949,2329-4957,Scopus,ACM,200.0,No
IEEE Transactions on Evolutionary Computation,5567,265,92.1,21.0,5.365,3.9930000000000003,Computational Theory and Mathematics,98.0,2.0,128.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/25037,1089-778X,,Scopus & SCIEISI,IEEE,100.0,No
Constraints,332,75,73.3,4.4,1.443,0.583,Computational Theory and Mathematics,80.0,25.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/24175,1383-7133,1572-9354,Scopus & SCIEISI,Springer,100.0,No
ACM Transactions on Computation Theory,142,86,54.7,1.7,1.27,0.7340000000000001,Computational Theory and Mathematics,37.0,80.0,128.0,ACM,NO,3.0,https://www.scopus.com/sourceid/19700166602,1942-3454,1942-3462,Scopus,ACM,300.0,No
IEEE Transactions on Fuzzy Systems,12475,768,90.4,16.2,3.2060000000000004,3.134,Computational Theory and Mathematics,98.0,3.0,128.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/24242,1063-6706,,Scopus & SCIEISI,IEEE,100.0,No
Statistical Theory and Related Fields,14,86,11.6,0.2,0.431,0.231,Computational Theory and Mathematics,5.0,121.0,128.0,Taylor & Francis,NO,4.0,https://www.scopus.com/sourceid/21100923463,2475-4269,2475-4277,Scopus,Taylor and Francis,400.0,No
Communications in Applied Mathematics and Computational Science,88,33,63.6,2.7,0.74,0.588,Computational Theory and Mathematics,61.0,50.0,128.0,Mathematical Sciences Publishers,NO,2.0,https://www.scopus.com/sourceid/21100211117,1559-3940,2157-5452,Scopus,Others,200.0,No
Izvestiya Instituta Matematiki i Informatiki Udmurtskogo Gosudarstvennogo Universiteta,1,21,4.8,0.0,,,Computational Theory and Mathematics,0.0,128.0,128.0,Udmurt State University,NO,4.0,https://www.scopus.com/sourceid/21100944565,2226-3594,2410-1737,Scopus,Others,400.0,No
International Journal of Artificial Intelligence in Education,1141,126,92.9,9.1,2.5989999999999998,1.181,Computational Theory and Mathematics,94.0,7.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/19600156811,1560-4292,1560-4306,Scopus,Springer,100.0,No
Computational Complexity,155,80,51.3,1.9,0.826,0.654,Computational Theory and Mathematics,44.0,71.0,128.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/28455,1016-3328,1420-8954,Scopus & SCIEISI,Springer,300.0,No
"Bulletin of the South Ural State University, Series: Mathematical Modelling, Programming and Computer Software",211,213,43.7,1.0,0.833,0.28600000000000003,Computational Theory and Mathematics,21.0,101.0,128.0,South Ural State University,NO,4.0,https://www.scopus.com/sourceid/21100369411,2071-0216,2308-0256,Scopus,Others,400.0,No
PLoS Computational Biology,17163,2342,77.9,7.3,1.537,2.91,Computational Theory and Mathematics,91.0,11.0,128.0,Public Library of Science,YES,1.0,https://www.scopus.com/sourceid/4000151810,1553-734X,1553-7358,Scopus,Others,100.0,Yes
Electronic Communications of the EASST,15,29,20.7,0.5,0.096,0.127,Computational Theory and Mathematics,13.0,111.0,128.0,European Association of Software Science and Technology,YES,4.0,https://www.scopus.com/sourceid/21100824863,,1863-2122,Scopus,Others,400.0,Yes
International Journal of Computer Mathematics: Computer Systems Theory,42,57,33.3,0.7,0.466,0.25,Computational Theory and Mathematics,19.0,104.0,128.0,Taylor & Francis,NO,4.0,https://www.scopus.com/sourceid/21100886546,2379-9927,2379-9935,Scopus,Taylor and Francis,400.0,No
Complex Analysis and Operator Theory,637,506,44.3,1.3,0.9990000000000001,0.46399999999999997,Computational Theory and Mathematics,28.0,92.0,128.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/5700165206,1661-8254,1661-8262,Scopus,Springer,300.0,No
"International Journal of Innovative Computing, Information and Control",1010,617,51.5,1.6,0.444,0.409,Computational Theory and Mathematics,36.0,82.0,128.0,Kyushu Tokai University,NO,3.0,https://www.scopus.com/sourceid/12000154489,1349-4198,,Scopus,Others,300.0,No
Differential Geometry and its Applications,329,300,47.3,1.1,0.898,0.648,Computational Theory and Mathematics,25.0,96.0,128.0,Elsevier,NO,3.0,https://www.scopus.com/sourceid/25878,0926-2245,1872-6984,Scopus,Elsevier,300.0,No
Combinatorics Probability and Computing,395,194,58.8,2.0,1.46,1.399,Computational Theory and Mathematics,51.0,63.0,128.0,Cambridge University Press,NO,2.0,https://www.scopus.com/sourceid/28070,0963-5483,1469-2163,Scopus & SCIEISI,Others,200.0,No
Statistics and Computing,1554,335,75.2,4.6,1.959,1.8780000000000001,Computational Theory and Mathematics,83.0,22.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/23614,0960-3174,1573-1375,Scopus & SCIEISI,Springer,100.0,No
Computing (Vienna/New York),1227,249,76.3,4.9,1.6469999999999998,0.556,Computational Theory and Mathematics,84.0,20.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/24407,0010-485X,1436-5057,Scopus & SCIEISI,Springer,100.0,No
Journal of Combinatorial Optimization,1316,649,58.7,2.0,0.97,0.516,Computational Theory and Mathematics,50.0,64.0,128.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/28499,1382-6905,1573-2886,Scopus & SCIEISI,Springer,200.0,No
Theory of Computing,162,79,54.4,2.1,1.126,0.679,Computational Theory and Mathematics,52.0,61.0,128.0,"University of Chicago, Department of Computer Science",YES,2.0,https://www.scopus.com/sourceid/21100818505,,1557-2862,Scopus,Others,200.0,Yes
Discrete and Computational Geometry,575,324,61.1,1.8,1.28,0.611,Computational Theory and Mathematics,40.0,76.0,128.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/25887,0179-5376,1432-0444,Scopus & SCIEISI,Springer,300.0,No
Digital Creativity,95,90,38.9,1.1,0.552,0.175,Computational Theory and Mathematics,24.0,97.0,128.0,Taylor & Francis,NO,4.0,https://www.scopus.com/sourceid/144891,1462-6268,1744-3806,Scopus,Taylor and Francis,400.0,No
International Journal of Computing Science and Mathematics,402,212,45.8,1.9,0.495,0.14800000000000002,Computational Theory and Mathematics,43.0,73.0,128.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/18700156724,1752-5055,1752-5063,Scopus,Inderscience,300.0,No
Mathematical Modeling and Computing,17,66,21.2,0.3,0.34700000000000003,0.18899999999999997,Computational Theory and Mathematics,6.0,120.0,128.0,Lviv Polytechnic National University,YES,4.0,https://www.scopus.com/sourceid/21100893979,2312-9794,2415-3788,Scopus,Others,400.0,Yes
International Journal for Numerical Methods in Biomedical Engineering,1476,368,72.8,4.0,1.145,0.6859999999999999,Computational Theory and Mathematics,78.0,28.0,128.0,Wiley-Blackwell,NO,1.0,https://www.scopus.com/sourceid/19700174683,2040-7939,2040-7947,Scopus,Others,100.0,No
Software-Intensive Cyber-Physical Systems,480,128,66.4,3.8,0.815,0.43700000000000006,Computational Theory and Mathematics,76.0,31.0,128.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/21100906916,2524-8510,2524-8529,Scopus,Springer,100.0,No
Foundations and Trends in Electronic Design Automation,64,10,80.0,6.4,2.6439999999999997,0.442,Computer Graphics and Computer-Aided Design,87.0,11.0,84.0,Now Publishers Inc.,NO,1.0,https://www.scopus.com/sourceid/4700152807,1551-3939,1551-3947,Scopus,Others,100.0,No
International Journal of Software Engineering and Knowledge Engineering,518,280,52.5,1.9,0.777,0.252,Computer Graphics and Computer-Aided Design,41.0,50.0,84.0,World Scientific,NO,3.0,https://www.scopus.com/sourceid/19270,0218-1940,,Scopus & SCIEISI,Others,300.0,No
ITE Transactions on Media Technology and Applications,313,115,57.4,2.7,1.089,0.41200000000000003,Computer Graphics and Computer-Aided Design,56.0,37.0,84.0,Institute of Image Information and Television Engineers,NO,2.0,https://www.scopus.com/sourceid/21100432483,,2186-7364,Scopus,Others,200.0,No
Spatial Cognition and Computation,203,53,66.0,3.8,1.483,0.61,Computer Graphics and Computer-Aided Design,69.0,26.0,84.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/5800208235,1387-5868,,Scopus,Taylor and Francis,200.0,No
"Music, Sound and the Moving Image",0,10,0.0,0.0,,,Computer Graphics and Computer-Aided Design,1.0,82.0,84.0,Liverpool University Press,NO,4.0,https://www.scopus.com/sourceid/21100927153,1753-0768,1753-0776,Scopus,Others,400.0,No
International Journal of Image and Graphics,62,71,35.2,0.9,0.284,0.147,Computer Graphics and Computer-Aided Design,24.0,64.0,84.0,World Scientific,NO,4.0,https://www.scopus.com/sourceid/21100869464,0219-4678,1793-6756,Scopus,Others,400.0,No
VLSI Design,36,23,52.2,1.6,0.67,0.11599999999999999,Computer Graphics and Computer-Aided Design,35.0,55.0,84.0,Hindawi,YES,3.0,https://www.scopus.com/sourceid/62723,1065-514X,1563-5171,Scopus,Others,300.0,Yes
Computer Animation and Virtual Worlds,426,200,56.5,2.1,0.6729999999999999,0.306,Computer Graphics and Computer-Aided Design,47.0,45.0,84.0,Wiley-Blackwell,NO,3.0,https://www.scopus.com/sourceid/145508,1546-4261,,Scopus & SCIEISI,Others,300.0,No
Jisuanji Fuzhu Sheji Yu Tuxingxue Xuebao/Journal of Computer-Aided Design and Computer Graphics,830,1029,37.5,0.8,0.43200000000000005,0.165,Computer Graphics and Computer-Aided Design,20.0,67.0,84.0,Science Press,NO,4.0,https://www.scopus.com/sourceid/25574,1003-9775,,Scopus,Others,400.0,No
Parallel Computing,768,268,64.2,2.9,1.104,0.34600000000000003,Computer Graphics and Computer-Aided Design,57.0,36.0,84.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/26138,0167-8191,,Scopus & SCIEISI,Elsevier,200.0,No
International Journal of Architectural Computing,111,86,44.2,1.3,0.773,0.27899999999999997,Computer Graphics and Computer-Aided Design,31.0,58.0,84.0,SAGE,NO,3.0,https://www.scopus.com/sourceid/19900192316,1478-0771,,Scopus,Others,300.0,No
International Journal of Computing and Digital Systems,42,105,25.7,0.4,0.292,0.10800000000000001,Computer Graphics and Computer-Aided Design,12.0,74.0,84.0,University of Bahrain,YES,4.0,https://www.scopus.com/sourceid/21100890383,,2210-142X,Scopus,Others,400.0,Yes
"IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences",1219,1322,40.8,0.9,0.35600000000000004,0.187,Computer Graphics and Computer-Aided Design,26.0,62.0,84.0,"Maruzen Co., Ltd/Maruzen Kabushikikaisha",NO,3.0,https://www.scopus.com/sourceid/26076,0916-8508,,Scopus & SCIEISI,Others,300.0,No
Journal of Cheminformatics,2131,274,79.6,7.8,1.541,1.43,Computer Graphics and Computer-Aided Design,91.0,8.0,84.0,Chemistry Central,YES,1.0,https://www.scopus.com/sourceid/19600157322,1758-2946,,Scopus & SCIEISI,Others,100.0,Yes
"Body, Space and Technology",6,21,23.8,0.3,1.236,0.107,Computer Graphics and Computer-Aided Design,10.0,76.0,84.0,Open Library of Humanities,YES,4.0,https://www.scopus.com/sourceid/21100899952,,1470-9120,Scopus,Others,400.0,Yes
Journal of Design Research,65,55,36.4,1.2,0.326,0.19899999999999998,Computer Graphics and Computer-Aided Design,30.0,59.0,84.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/5900152897,1748-3050,1569-1551,Scopus,Inderscience,300.0,No
Visual Computer,1483,504,69.8,2.9,1.148,0.439,Computer Graphics and Computer-Aided Design,60.0,34.0,84.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/26146,0178-2789,1432-2315,Scopus & SCIEISI,Springer,200.0,No
Visualization in Engineering,347,39,79.5,8.9,1.982,0.7390000000000001,Computer Graphics and Computer-Aided Design,92.0,7.0,84.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/21100856541,,2213-7459,Scopus,Springer,100.0,No
Random Structures and Algorithms,474,237,63.3,2.0,1.137,0.946,Computer Graphics and Computer-Aided Design,44.0,47.0,84.0,Wiley-Blackwell,NO,3.0,https://www.scopus.com/sourceid/26324,1042-9832,1098-2418,Scopus & SCIEISI,Others,300.0,No
Graphical Models,194,109,53.2,1.8,0.889,0.358,Computer Graphics and Computer-Aided Design,38.0,52.0,84.0,Elsevier,NO,3.0,https://www.scopus.com/sourceid/25515,1524-0703,1524-0711,Scopus & SCIEISI,Elsevier,300.0,No
Computerized Medical Imaging and Graphics,1527,232,84.5,6.6,2.056,1.035,Computer Graphics and Computer-Aided Design,88.0,10.0,84.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/23607,0895-6111,1879-0771,Scopus,Elsevier,100.0,No
Digital Textile,0,22,0.0,0.0,,0.10099999999999999,Computer Graphics and Computer-Aided Design,1.0,82.0,84.0,World Textile Publications Ltd,NO,4.0,https://www.scopus.com/sourceid/4900152809,1742-1128,,Scopus,Others,400.0,No
Virtual Creativity,8,19,36.8,0.4,0.314,0.102,Computer Graphics and Computer-Aided Design,13.0,73.0,84.0,Intellect Ltd.,NO,4.0,https://www.scopus.com/sourceid/21100898976,,2397-9712,Scopus,Others,400.0,No
Journal of Gaming and Virtual Worlds,50,60,35.0,0.8,0.16399999999999998,0.261,Computer Graphics and Computer-Aided Design,22.0,66.0,84.0,Intellect Publishers,NO,4.0,https://www.scopus.com/sourceid/21100200639,1757-191X,1757-1928,Scopus,Others,400.0,No
Computer Aided Geometric Design,695,260,61.2,2.7,1.117,0.54,Computer Graphics and Computer-Aided Design,55.0,38.0,84.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/24998,0167-8396,,Scopus & SCIEISI,Elsevier,200.0,No
"Journal of Mechanical Design, Transactions Of the ASME",2963,543,79.2,5.5,1.4369999999999998,0.877,Computer Graphics and Computer-Aided Design,82.0,15.0,84.0,ASME,NO,1.0,https://www.scopus.com/sourceid/20979,07380666 10500472,,Scopus,Others,100.0,No
Pattern Recognition and Image Analysis,754,345,55.4,2.2,1.028,0.336,Computer Graphics and Computer-Aided Design,48.0,44.0,84.0,Pleiades Publishing,NO,3.0,https://www.scopus.com/sourceid/4700152485,1054-6618,1555-6212,Scopus,Others,300.0,No
Simulation,875,291,67.0,3.0,1.028,0.327,Computer Graphics and Computer-Aided Design,61.0,33.0,84.0,SAGE,NO,2.0,https://www.scopus.com/sourceid/14452,0037-5497,1741-3133,Scopus & SCIEISI,Others,200.0,No
Computers and Graphics,1725,434,93.8,4.0,1.074,0.5710000000000001,Computer Graphics and Computer-Aided Design,75.0,21.0,84.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/25028,0097-8493,,Scopus & SCIEISI,Elsevier,100.0,No
Artnodes,26,107,9.3,0.2,0.429,0.125,Computer Graphics and Computer-Aided Design,7.0,78.0,84.0,Fundacio per la Universitat Oberta de Catalunya,YES,4.0,https://www.scopus.com/sourceid/19700177033,1695-5951,,Scopus,Others,400.0,Yes
Virtual and Physical Prototyping,1612,122,90.2,13.2,2.01,1.665,Computer Graphics and Computer-Aided Design,97.0,3.0,84.0,Taylor & Francis,NO,1.0,https://www.scopus.com/sourceid/5800173379,1745-2759,1745-2767,Scopus,Taylor and Francis,100.0,No
Medical Image Analysis,8296,481,85.9,17.2,5.351,3.877,Computer Graphics and Computer-Aided Design,99.0,1.0,84.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/17271,1361-8415,1361-8423,Scopus & SCIEISI,Elsevier,100.0,No
Computer Science,43,72,34.7,0.6,0.467,0.125,Computer Graphics and Computer-Aided Design,16.0,71.0,84.0,AGH University of Science and Technology,YES,4.0,https://www.scopus.com/sourceid/21100826268,1508-2806,2300-7036,Scopus,Others,400.0,Yes
International journal of computer assisted radiology and surgery,3434,766,75.7,4.5,1.188,0.679,Computer Graphics and Computer-Aided Design,76.0,20.0,84.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/4700152490,1861-6410,1861-6429,Scopus,Springer,100.0,No
International Journal of Computers and Applications,131,101,49.5,1.3,0.835,0.19,Computer Graphics and Computer-Aided Design,32.0,57.0,84.0,Taylor & Francis,NO,3.0,https://www.scopus.com/sourceid/15484,1206-212X,,Scopus,Taylor and Francis,300.0,No
Computer Graphics Forum,5244,1006,71.9,5.2,1.63,1.246,Computer Graphics and Computer-Aided Design,80.0,17.0,84.0,Wiley-Blackwell,NO,1.0,https://www.scopus.com/sourceid/25023,0167-7055,1467-8659,Scopus & SCIEISI,Others,100.0,No
Archives of Design Research,39,154,16.9,0.3,0.071,0.2,Computer Graphics and Computer-Aided Design,8.0,77.0,84.0,Korean Society of Design Science,NO,4.0,https://www.scopus.com/sourceid/21100843319,1226-8046,2288-2987,Scopus,Others,400.0,No
International Journal of Computer Games Technology,100,38,78.9,2.6,0.883,0.251,Computer Graphics and Computer-Aided Design,54.0,39.0,84.0,Hindawi,YES,2.0,https://www.scopus.com/sourceid/19700186865,1687-7047,1687-7055,Scopus,Others,200.0,Yes
Computers and Graphics: X,7,8,62.5,0.9,,,Computer Graphics and Computer-Aided Design,25.0,63.0,84.0,Elsevier,NO,3.0,https://www.scopus.com/sourceid/21100936400,,2590-1486,Scopus,Elsevier,300.0,No
Computational Visual Media,358,122,71.3,2.9,0.943,0.662,Computer Graphics and Computer-Aided Design,58.0,35.0,84.0,Tsinghua University Press,YES,2.0,https://www.scopus.com/sourceid/21100869486,2096-0433,2096-0662,Scopus & SCIEISI,Others,200.0,Yes
Moving Image Review and Art Journal,0,6,0.0,0.0,,,Computer Graphics and Computer-Aided Design,1.0,82.0,84.0,Intellect Ltd.,NO,4.0,https://www.scopus.com/sourceid/21100932465,2045-6298,2045-6301,Scopus,Others,400.0,No
Journal of Mathematics and the Arts,19,61,19.7,0.3,0.579,0.168,Computer Graphics and Computer-Aided Design,11.0,75.0,84.0,Taylor & Francis,NO,4.0,https://www.scopus.com/sourceid/11600153445,1751-3472,1751-3480,Scopus,Taylor and Francis,400.0,No
ACM Transactions on Graphics,12545,998,81.1,12.6,3.406,4.013999999999999,Computer Graphics and Computer-Aided Design,95.0,4.0,84.0,ACM,NO,1.0,https://www.scopus.com/sourceid/24972,0730-0301,1557-7368,Scopus & SCIEISI,ACM,100.0,No
Design Issues,186,108,51.9,1.7,1.063,0.255,Computer Graphics and Computer-Aided Design,36.0,54.0,84.0,MIT Press,NO,3.0,https://www.scopus.com/sourceid/144972,0747-9360,,Scopus,Others,300.0,No
Advances in Computational Design,162,94,54.3,1.7,0.406,0.297,Computer Graphics and Computer-Aided Design,37.0,53.0,84.0,Techno-Press,YES,3.0,https://www.scopus.com/sourceid/21100889855,2383-8477,2466-0523,Scopus,Others,300.0,Yes
Dynamic Games and Applications,344,152,59.9,2.3,1.1420000000000001,0.47100000000000003,Computer Graphics and Computer-Aided Design,49.0,43.0,84.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/19700177406,2153-0785,2153-0793,Scopus,Springer,300.0,No
