Title,Citation Count,Scholarly Output,Percent Cited,CiteScore,SNIP,SJR,subject_area,Percentile,RANK,Rank Out Of,Publisher,Open Access,Quartile,URL Scopus Source ID,Print ISSN,E-ISSN,Index,Publisher2,Percentile2,Open Access2
First Monday,915,312,59.9,2.9,0.8590000000000001,0.7,Human-Computer Interaction,55.0,49.0,108.0,University of Illinois,YES,2.0,https://www.scopus.com/sourceid/200147134,,1396-0466,Scopus,Others,200.0,Yes
Games and Culture,515,149,71.1,3.5,2.07,0.7509999999999999,Human-Computer Interaction,58.0,45.0,108.0,SAGE,NO,2.0,https://www.scopus.com/sourceid/11600153433,1555-4120,1555-4139,Scopus,Others,200.0,No
Interaction Design and Architecture(s),149,100,53.0,1.5,0.519,0.204,Human-Computer Interaction,32.0,73.0,108.0,Scuola IaD,YES,3.0,https://www.scopus.com/sourceid/21100440523,1826-9745,2283-2998,Scopus,Others,300.0,Yes
New Mathematics and Natural Computation,185,102,45.1,1.8,0.51,0.205,Human-Computer Interaction,34.0,71.0,108.0,World Scientific,NO,3.0,https://www.scopus.com/sourceid/21100206263,1793-0057,1793-7027,Scopus,Others,300.0,No
Electronic Commerce Research,543,125,74.4,4.3,1.962,0.654,Human-Computer Interaction,69.0,33.0,108.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/145669,1389-5753,,Scopus,Springer,200.0,No
Computer Speech and Language,1535,287,81.2,5.3,1.777,0.634,Human-Computer Interaction,77.0,25.0,108.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/27869,0885-2308,1095-8363,Scopus & SCIEISI,Elsevier,100.0,No
ACM Transactions on Computer-Human Interaction,930,146,76.0,6.4,1.859,0.8320000000000001,Human-Computer Interaction,84.0,17.0,108.0,ACM,NO,1.0,https://www.scopus.com/sourceid/26199,1073-0516,1557-7325,Scopus & SCIEISI,ACM,100.0,No
Virtual Creativity,8,19,36.8,0.4,0.314,0.102,Human-Computer Interaction,6.0,101.0,108.0,Intellect Ltd.,NO,4.0,https://www.scopus.com/sourceid/21100898976,,2397-9712,Scopus,Others,400.0,No
Advanced Robotics,1084,394,65.7,2.8,0.8059999999999999,0.47700000000000004,Human-Computer Interaction,51.0,53.0,108.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/18003,0169-1864,1568-5535,Scopus,Taylor and Francis,200.0,No
International Journal of Advances in Intelligent Informatics,119,83,47.0,1.4,0.534,0.172,Human-Computer Interaction,30.0,76.0,108.0,Universitas Ahmad Dahlan,YES,3.0,https://www.scopus.com/sourceid/21100890645,2442-6571,2548-3161,Scopus,Others,300.0,Yes
Journal of Gaming and Virtual Worlds,50,60,35.0,0.8,0.16399999999999998,0.261,Human-Computer Interaction,17.0,90.0,108.0,Intellect Publishers,NO,4.0,https://www.scopus.com/sourceid/21100200639,1757-191X,1757-1928,Scopus,Others,400.0,No
Informatsionno-Upravliaiushchie Sistemy,61,133,30.8,0.5,0.507,0.201,Human-Computer Interaction,8.0,99.0,108.0,Saint Petersburg State University,NO,4.0,https://www.scopus.com/sourceid/21100902603,1684-8853,2541-8610,Scopus,Others,400.0,No
Interacting with Computers,539,161,69.6,3.3,0.945,0.41600000000000004,Human-Computer Interaction,57.0,46.0,108.0,Oxford University Press,NO,2.0,https://www.scopus.com/sourceid/25547,0953-5438,1873-7951,Scopus & SCIEISI,Others,200.0,No
"Technology, Knowledge and Learning",334,117,70.1,2.9,0.941,0.534,Human-Computer Interaction,52.0,52.0,108.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/19700200832,2211-1662,2211-1670,Scopus,Springer,200.0,No
Australasian Journal of Information Systems,188,93,67.7,2.0,0.568,0.29600000000000004,Human-Computer Interaction,39.0,66.0,108.0,"UQ Business School, The University of Queensland",YES,3.0,https://www.scopus.com/sourceid/21100204505,1449-8618,1326-2238,Scopus,Others,300.0,Yes
Computers and Graphics,1725,434,93.8,4.0,1.074,0.5710000000000001,Human-Computer Interaction,67.0,36.0,108.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/25028,0097-8493,,Scopus & SCIEISI,Elsevier,200.0,No
Journal of Information Systems,342,86,73.3,4.0,1.671,0.78,Human-Computer Interaction,68.0,35.0,108.0,American Accounting Association,NO,2.0,https://www.scopus.com/sourceid/15688,0888-7985,1558-7959,Scopus,Others,200.0,No
Foundations and Trends in Human-Computer Interaction,165,12,91.7,13.8,3.7060000000000004,1.607,Human-Computer Interaction,96.0,4.0,108.0,Now Publishers Inc.,NO,1.0,https://www.scopus.com/sourceid/9000153101,1551-3955,1551-3963,Scopus,Others,100.0,No
Paladyn,100,70,44.3,1.4,0.96,0.332,Human-Computer Interaction,29.0,77.0,108.0,Walter de Gruyter,YES,3.0,https://www.scopus.com/sourceid/21100810658,,2081-4836,Scopus,Others,300.0,Yes
International Journal of Humanities and Arts Computing,7,28,10.7,0.3,0.0,0.115,Human-Computer Interaction,3.0,105.0,108.0,Edinburgh University Press,NO,4.0,https://www.scopus.com/sourceid/21100901130,1753-8548,1755-1706,Scopus,Others,400.0,No
Technoetic Arts,47,91,45.1,0.5,0.006999999999999999,0.10400000000000001,Human-Computer Interaction,10.0,97.0,108.0,Intellect Publishers,NO,4.0,https://www.scopus.com/sourceid/6000153223,1477-965X,,Scopus,Others,400.0,No
Communication Research and Practice,49,47,59.6,1.0,1.089,0.28800000000000003,Human-Computer Interaction,22.0,84.0,108.0,Taylor & Francis,NO,4.0,https://www.scopus.com/sourceid/21100899438,,2206-3374,Scopus,Taylor and Francis,400.0,No
International Journal of Human Computer Studies,2092,363,79.3,5.8,2.1630000000000003,0.7559999999999999,Human-Computer Interaction,81.0,21.0,108.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/12960,1071-5819,1095-9300,Scopus & SCIEISI,Elsevier,100.0,No
ACM Transactions on Interactive Intelligent Systems,518,113,69.0,4.6,1.629,0.545,Human-Computer Interaction,72.0,30.0,108.0,ACM,NO,2.0,https://www.scopus.com/sourceid/21100301601,2160-6455,2160-6463,Scopus & SCIEISI,ACM,200.0,No
IEEE Robotics and Automation Letters,9832,1567,79.1,6.3,1.936,1.555,Human-Computer Interaction,83.0,18.0,108.0,IEEE,YES,1.0,https://www.scopus.com/sourceid/21100900379,,2377-3766,Scopus,IEEE,100.0,Yes
Brain-Computer Interfaces,279,62,72.6,4.5,1.119,0.85,Human-Computer Interaction,71.0,31.0,108.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/21100886426,2326-263X,2326-2621,Scopus,Taylor and Francis,200.0,No
Journal of Internet Commerce,276,74,73.0,3.7,1.203,0.532,Human-Computer Interaction,62.0,41.0,108.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/4700152784,1533-2861,1533-287X,Scopus,Taylor and Francis,200.0,No
International Journal of Computer Games Technology,100,38,78.9,2.6,0.883,0.251,Human-Computer Interaction,48.0,56.0,108.0,Hindawi,YES,3.0,https://www.scopus.com/sourceid/19700186865,1687-7047,1687-7055,Scopus,Others,300.0,Yes
Computers and Graphics: X,7,8,62.5,0.9,,,Human-Computer Interaction,20.0,86.0,108.0,Elsevier,NO,4.0,https://www.scopus.com/sourceid/21100936400,,2590-1486,Scopus,Elsevier,400.0,No
ACM Transactions on Cyber-Physical Systems,276,108,52.8,2.6,1.61,0.479,Human-Computer Interaction,46.0,58.0,108.0,ACM,NO,3.0,https://www.scopus.com/sourceid/21100935201,2378-962X,2378-9638,Scopus,ACM,300.0,No
Human-Computer Interaction,389,52,82.7,7.5,2.009,0.609,Human-Computer Interaction,88.0,13.0,108.0,Taylor & Francis,NO,1.0,https://www.scopus.com/sourceid/25019,0737-0024,1532-7051,Scopus & SCIEISI,Taylor and Francis,100.0,No
IEEE Transactions on Affective Computing,1941,152,92.1,12.8,3.0989999999999998,1.318,Human-Computer Interaction,95.0,5.0,108.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/19700177034,1949-3045,,Scopus & SCIEISI,IEEE,100.0,No
Computers in Human Behavior,29270,2420,91.5,12.1,3.0789999999999997,2.173,Human-Computer Interaction,94.0,6.0,108.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/19419,0747-5632,,Scopus,Elsevier,100.0,No
Qwerty,11,31,19.4,0.4,0.358,0.179,Human-Computer Interaction,5.0,103.0,108.0,Progetti editoriali s.r.l.,NO,4.0,https://www.scopus.com/sourceid/21100838052,1828-7344,2240-2950,Scopus,Others,400.0,No
International Journal of Technology and Human Interaction,130,93,57.0,1.4,0.423,0.27,Human-Computer Interaction,28.0,78.0,108.0,IGI Global Publishing,NO,3.0,https://www.scopus.com/sourceid/11900154401,1548-3908,1548-3916,Scopus,IGI Global,300.0,No
Advances in Human-Computer Interaction,113,56,64.3,2.0,0.7190000000000001,0.28800000000000003,Human-Computer Interaction,38.0,67.0,108.0,Hindawi,YES,3.0,https://www.scopus.com/sourceid/19700182320,1687-5893,1687-5907,Scopus,Others,300.0,Yes
International Journal of Automation and Smart Technology,52,89,31.5,0.6,0.247,0.135,Human-Computer Interaction,12.0,95.0,108.0,Chinese Institute of Automation Engineers (CIAE),YES,4.0,https://www.scopus.com/sourceid/21100327713,,2223-9766,Scopus,Others,400.0,Yes
Knowledge and Information Systems,2697,521,76.2,5.2,2.231,0.875,Human-Computer Interaction,75.0,27.0,108.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/15703,0219-1377,0219-3116,Scopus & SCIEISI,Springer,100.0,No
Presence: Teleoperators and Virtual Environments,164,56,58.9,2.9,1.197,0.321,Human-Computer Interaction,54.0,50.0,108.0,MIT Press,NO,2.0,https://www.scopus.com/sourceid/25644,1054-7460,1531-3263,Scopus & SCIEISI,Others,200.0,No
Social Network Analysis and Mining,962,295,72.2,3.3,0.9209999999999999,0.39799999999999996,Human-Computer Interaction,56.0,47.0,108.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/19700177337,1869-5450,1869-5469,Scopus,Springer,200.0,No
Science Technology and Human Values,1155,167,81.4,6.9,2.3409999999999997,1.765,Human-Computer Interaction,86.0,15.0,108.0,SAGE,NO,1.0,https://www.scopus.com/sourceid/23715,0162-2439,1552-8251,Scopus,Others,100.0,No
Multimodal Technologies and Interaction,363,177,52.0,2.1,1.6469999999999998,0.34600000000000003,Human-Computer Interaction,40.0,65.0,108.0,Multidisciplinary Digital Publishing Institute (MDPI),NO,3.0,https://www.scopus.com/sourceid/21100945706,,2414-4088,Scopus,Others,300.0,No
Computers,527,214,57.0,2.5,1.25,0.361,Human-Computer Interaction,45.0,59.0,108.0,Multidisciplinary Digital Publishing Institute (MDPI),YES,3.0,https://www.scopus.com/sourceid/21100886391,,2073-431X,Scopus,Others,300.0,Yes
Intelligent Decision Technologies,157,142,45.1,1.1,0.504,0.21100000000000002,Human-Computer Interaction,24.0,82.0,108.0,IOS Press,NO,4.0,https://www.scopus.com/sourceid/21100211724,1872-4981,1875-8843,Scopus,Others,400.0,No
Visual Informatics,208,54,68.5,3.9,1.875,0.6729999999999999,Human-Computer Interaction,64.0,39.0,108.0,Elsevier,YES,2.0,https://www.scopus.com/sourceid/21100907392,2543-2656,2468-502X,Scopus,Elsevier,200.0,Yes
Fujitsu Scientific and Technical Journal,160,216,36.1,0.7,0.603,0.154,Human-Computer Interaction,14.0,93.0,108.0,Fujitsu Limted,NO,4.0,https://www.scopus.com/sourceid/16740,0016-2523,,Scopus,Others,400.0,No
AI and Society,385,215,56.7,1.8,0.997,0.294,Human-Computer Interaction,33.0,72.0,108.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/23616,0951-5666,1435-5655,Scopus,Springer,300.0,No
International Journal of Intelligent Systems,4423,373,78.6,11.9,2.1430000000000002,1.895,Human-Computer Interaction,93.0,7.0,108.0,Wiley-Blackwell,NO,1.0,https://www.scopus.com/sourceid/24305,0884-8173,1098-111X,Scopus & SCIEISI,Others,100.0,No
Proceedings of the ACM on Human-Computer Interaction,1339,503,59.8,2.7,1.2670000000000001,0.508,Human-Computer Interaction,49.0,55.0,108.0,ACM,NO,3.0,https://www.scopus.com/sourceid/21100908414,,2573-0142,Scopus,ACM,300.0,No
Journal of Control and Decision,274,63,77.8,4.3,1.3019999999999998,0.7559999999999999,Human-Computer Interaction,70.0,32.0,108.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/21100873335,2330-7706,2330-7714,Scopus,Taylor and Francis,200.0,No
International Journal of Speech Technology,746,336,61.0,2.2,0.84,0.244,Human-Computer Interaction,43.0,62.0,108.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/26802,1381-2416,1572-8110,Scopus,Springer,300.0,No
Human IT,10,19,15.8,0.5,0.195,0.159,Human-Computer Interaction,11.0,96.0,108.0,Hoegskolan i Boraas,NO,4.0,https://www.scopus.com/sourceid/56074,1402-1501,,Scopus,Others,400.0,No
International Journal of Computer-Supported Collaborative Learning,553,70,82.9,7.9,3.06,2.772,Human-Computer Interaction,89.0,12.0,108.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/4700152632,1556-1607,1556-1615,Scopus,Springer,100.0,No
International Journal of Child-Computer Interaction,364,97,76.3,3.8,1.6030000000000002,0.7490000000000001,Human-Computer Interaction,63.0,40.0,108.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/21100228541,2212-8689,,Scopus,Elsevier,200.0,No
IEEE Transactions on Human-Machine Systems,2859,316,80.1,9.0,2.512,1.185,Human-Computer Interaction,91.0,10.0,108.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/21100285028,2168-2291,,Scopus & SCIEISI,IEEE,100.0,No
Virtual Reality,677,96,79.2,7.1,3.3160000000000003,0.9540000000000001,Human-Computer Interaction,87.0,14.0,108.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/144702,1359-4338,,Scopus & SCIEISI,Springer,100.0,No
South African Computer Journal,100,54,50.0,1.9,0.9259999999999999,0.242,Human-Computer Interaction,36.0,69.0,108.0,South African Institute of Computer Scientists and Information Technologists,YES,3.0,https://www.scopus.com/sourceid/21100781706,1015-7999,2313-7835,Scopus,Others,300.0,Yes
Universal Access in the Information Society,902,244,82.0,3.7,1.395,0.486,Human-Computer Interaction,61.0,42.0,108.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/2600147401,1615-5289,1615-5297,Scopus & SCIEISI,Springer,200.0,No
Computational Social Networks,72,49,51.0,1.5,0.619,0.203,Human-Computer Interaction,31.0,75.0,108.0,Springer Nature,YES,3.0,https://www.scopus.com/sourceid/21100870845,,2197-4314,Scopus,Springer,300.0,Yes
Topics in Cognitive Science,1041,186,89.8,5.6,1.311,1.207,Human-Computer Interaction,79.0,23.0,108.0,Wiley-Blackwell,NO,1.0,https://www.scopus.com/sourceid/19900191735,1756-8757,1756-8765,Scopus,Others,100.0,No
Informatics,208,95,55.8,2.2,1.331,0.395,Human-Computer Interaction,42.0,63.0,108.0,Multidisciplinary Digital Publishing Institute (MDPI),YES,3.0,https://www.scopus.com/sourceid/21100897717,,2227-9709,Scopus,Others,300.0,Yes
Connection Science,203,86,64.0,2.4,0.845,0.282,Human-Computer Interaction,44.0,60.0,108.0,Taylor & Francis,NO,3.0,https://www.scopus.com/sourceid/24173,0954-0091,1360-0494,Scopus & SCIEISI,Taylor and Francis,300.0,No
New Review of Information Networking,22,34,29.4,0.6,0.502,0.145,Human-Computer Interaction,13.0,94.0,108.0,Taylor & Francis,NO,4.0,https://www.scopus.com/sourceid/27358,1361-4576,1740-7869,Scopus,Taylor and Francis,400.0,No
Journal of Computational Design and Engineering,943,162,79.0,5.8,1.945,0.7390000000000001,Human-Computer Interaction,81.0,20.0,108.0,Elsevier,YES,1.0,https://www.scopus.com/sourceid/21100820602,2288-4300,2288-5048,Scopus & SCIEISI,Elsevier,100.0,Yes
Educar,23,52,32.7,0.4,0.442,0.28300000000000003,Human-Computer Interaction,7.0,100.0,108.0,Universitat Autonoma de Barcelona,YES,4.0,https://www.scopus.com/sourceid/21100898028,0211-819X,2014-8801,Scopus,Others,400.0,Yes
IEEE Transactions on Haptics,1235,227,72.7,5.4,1.8840000000000001,0.745,Human-Computer Interaction,78.0,24.0,108.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/12100154405,1939-1412,2329-4051,Scopus & SCIEISI,IEEE,100.0,No
Computer Methods in Biomechanics and Biomedical Engineering,1675,648,61.4,2.6,0.695,0.451,Human-Computer Interaction,47.0,57.0,108.0,Taylor & Francis,NO,3.0,https://www.scopus.com/sourceid/17954,1025-5842,1476-8259,Scopus & SCIEISI,Taylor and Francis,300.0,No
Journal of Advanced Computational Intelligence and Intelligent Informatics,426,524,36.3,0.8,0.474,0.182,Human-Computer Interaction,16.0,91.0,108.0,Fuji Technology Press,NO,4.0,https://www.scopus.com/sourceid/19700166503,1343-0130,1883-8014,Scopus,Others,400.0,No
Digital Creativity,95,90,38.9,1.1,0.552,0.175,Human-Computer Interaction,23.0,83.0,108.0,Taylor & Francis,NO,4.0,https://www.scopus.com/sourceid/144891,1462-6268,1744-3806,Scopus,Taylor and Francis,400.0,No
IET Control Theory and Applications,8474,1267,77.5,6.7,1.3219999999999998,1.358,Human-Computer Interaction,85.0,16.0,108.0,Institution of Engineering and Technology,NO,1.0,https://www.scopus.com/sourceid/5100155079,1751-8644,1751-8652,Scopus,Others,100.0,No
Journal of Interactive Learning Research,63,72,37.5,0.9,0.42100000000000004,0.218,Human-Computer Interaction,20.0,86.0,108.0,Association for the Advancement of Computing in Education,NO,4.0,https://www.scopus.com/sourceid/145743,1093-023X,,Scopus,Others,400.0,No
Journal of Organizational and End User Computing,275,86,66.3,3.2,0.7070000000000001,0.371,Human-Computer Interaction,56.0,48.0,108.0,IGI Global Publishing,NO,2.0,https://www.scopus.com/sourceid/15492,1546-2234,1546-5012,Scopus & SCIEISI,IGI Global,200.0,No
Education for Information,112,94,41.5,1.2,0.679,0.298,Information Systems,28.0,214.0,300.0,IOS Press,NO,3.0,https://www.scopus.com/sourceid/29335,0167-8329,1875-8649,Scopus,Others,300.0,No
Perspectivas em Ciencia da Informacao,58,201,17.9,0.3,0.38799999999999996,0.17800000000000002,Information Systems,8.0,274.0,300.0,A Escola,YES,4.0,https://www.scopus.com/sourceid/11700154713,1413-9936,1981-5344,Scopus,Others,400.0,Yes
Big Data Research,624,87,81.6,7.2,1.881,0.64,Information Systems,87.0,37.0,300.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/21100356018,2214-5796,,Scopus & SCIEISI,Elsevier,100.0,No
Journal of Intelligent Information Systems,793,194,72.2,4.1,1.6019999999999999,0.593,Information Systems,70.0,90.0,300.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/24361,0925-9902,1573-7675,Scopus & SCIEISI,Springer,200.0,No
Big Data and Society,1634,160,75.6,10.2,4.07,3.2489999999999997,Information Systems,95.0,13.0,300.0,SAGE,NO,1.0,https://www.scopus.com/sourceid/21100933954,,2053-9517,Scopus,Others,100.0,No
Information Retrieval,450,85,90.6,5.3,1.661,0.43,Information Systems,78.0,66.0,300.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/15133,1386-4564,1573-7659,Scopus & SCIEISI,Springer,100.0,No
Digital Library Perspectives,106,99,49.5,1.1,0.7559999999999999,0.344,Information Systems,24.0,226.0,300.0,Emerald,NO,4.0,https://www.scopus.com/sourceid/21100801727,,2059-5816,Scopus,Others,400.0,No
International Journal of System of Systems Engineering,62,54,51.9,1.1,0.43799999999999994,0.17300000000000001,Information Systems,27.0,218.0,300.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/19500157056,1748-0671,1748-068X,Scopus,Inderscience,300.0,No
International Journal of Value Chain Management,62,57,38.6,1.1,0.433,0.23199999999999998,Information Systems,26.0,222.0,300.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/6100152807,1741-5357,1741-5365,Scopus,Inderscience,300.0,No
International Journal of Supply Chain Management,1292,1329,26.4,1.0,1.176,0.19,Information Systems,22.0,232.0,300.0,ExcelingTech Publishers,NO,4.0,https://www.scopus.com/sourceid/21100429502,2051-3771,2050-7399,Scopus,Others,400.0,No
Indonesian Journal of Electrical Engineering and Informatics,215,181,43.6,1.2,0.529,0.18899999999999997,Information Systems,28.0,216.0,300.0,Institute of Advanced Engineering and Science (IAES),NO,3.0,https://www.scopus.com/sourceid/21100826383,,2089-3272,Scopus,Others,300.0,No
International Journal of Data Mining and Bioinformatics,340,184,51.6,1.8,0.5720000000000001,0.321,Information Systems,39.0,182.0,300.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/10700153302,1748-5673,1748-5681,Scopus,Inderscience,300.0,No
Fuzzy Information and Engineering,248,84,69.0,3.0,1.48,0.267,Information Systems,55.0,133.0,300.0,Fuzzy Information and Engineering Branch of The Operations Research Society of China,YES,2.0,https://www.scopus.com/sourceid/21100826286,1616-8658,1616-8666,Scopus,Others,200.0,Yes
Smart Health,80,58,53.4,1.4,0.596,0.313,Information Systems,33.0,200.0,300.0,Elsevier,YES,3.0,https://www.scopus.com/sourceid/21100894507,,2352-6483,Scopus,Elsevier,300.0,Yes
IEEE Transactions on Emerging Topics in Computing,1555,183,86.3,8.5,1.764,0.807,Information Systems,92.0,24.0,300.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/21100338508,2168-6750,,Scopus & SCIEISI,IEEE,100.0,No
Journal of High Speed Networks,125,95,36.8,1.3,0.67,0.205,Information Systems,31.0,207.0,300.0,IOS Press,NO,3.0,https://www.scopus.com/sourceid/27275,0926-6801,1875-8940,Scopus,Others,300.0,No
IET Information Security,530,243,55.6,2.2,0.7979999999999999,0.331,Information Systems,44.0,167.0,300.0,Institution of Engineering and Technology,NO,3.0,https://www.scopus.com/sourceid/5400152640,1751-8709,,Scopus & SCIEISI,Others,300.0,No
Information and Computation,838,309,64.1,2.7,1.203,0.573,Information Systems,52.0,143.0,300.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/25509,0890-5401,1090-2651,Scopus & SCIEISI,Elsevier,200.0,No
Journal of Management Information and Decision Science,21,79,17.7,0.3,0.102,0.11199999999999999,Information Systems,7.0,277.0,300.0,Allied Academies,NO,4.0,https://www.scopus.com/sourceid/21100805732,1524-7252,1532-5806,Scopus,Others,400.0,No
Journal of Computer Information Systems,537,146,67.8,3.7,1.2009999999999998,0.637,Information Systems,64.0,106.0,300.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/12373,0887-4417,,Scopus & SCIEISI,Taylor and Francis,200.0,No
Journal of Real-Time Image Processing,1720,413,78.7,4.2,1.641,0.445,Information Systems,71.0,86.0,300.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/4900152415,1861-8200,1861-8219,Scopus & SCIEISI,Springer,200.0,No
Transactions on Architecture and Code Optimization,757,233,64.8,3.2,1.255,0.29600000000000004,Information Systems,59.0,121.0,300.0,ACM,NO,2.0,https://www.scopus.com/sourceid/12100154406,1544-3566,1544-3973,Scopus & SCIEISI,ACM,200.0,No
Scientific data,7996,949,67.8,8.4,2.887,3.0989999999999998,Information Systems,91.0,25.0,300.0,Springer Nature,YES,1.0,https://www.scopus.com/sourceid/21100451321,,2052-4463,Scopus,Springer,100.0,Yes
"Digital Policy, Regulation and Governance",317,128,57.0,2.5,0.657,0.406,Information Systems,49.0,151.0,300.0,Emerald,NO,3.0,https://www.scopus.com/sourceid/21100803571,,2398-5038,Scopus,Others,300.0,No
Information-Wissenschaft und Praxis,23,163,8.0,0.1,0.08800000000000001,0.127,Information Systems,4.0,288.0,300.0,Walter de Gruyter,NO,4.0,https://www.scopus.com/sourceid/14773,1434-4653,1619-4292,Scopus,Others,400.0,No
International Journal of Information Security,542,156,67.9,3.5,1.2409999999999999,0.431,Information Systems,62.0,114.0,300.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/145326,1615-5262,1615-5270,Scopus & SCIEISI,Springer,200.0,No
Journal of Communications and Networks,1166,250,80.4,4.7,1.064,0.557,Information Systems,75.0,74.0,300.0,Korean Institute of Communication Sciences,NO,1.0,https://www.scopus.com/sourceid/4800154012,1229-2370,,Scopus & SCIEISI,Others,100.0,No
Journal of Systems Science and Complexity,771,380,57.9,2.0,0.6859999999999999,0.316,Information Systems,42.0,173.0,300.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/4900152803,1009-6124,,Scopus,Springer,300.0,No
Journal of Information and Organizational Sciences,49,53,34.0,0.9,0.19899999999999998,0.11699999999999999,Information Systems,21.0,236.0,300.0,University of Zagreb,YES,4.0,https://www.scopus.com/sourceid/19700202714,1846-3312,1846-9418,Scopus,Others,400.0,Yes
Data Technologies and Applications,251,110,61.8,2.3,1.274,0.382,Information Systems,45.0,163.0,300.0,Emerald,YES,3.0,https://www.scopus.com/sourceid/21100857955,,2514-9288,Scopus,Others,300.0,Yes
ACM Transactions on Database Systems,541,86,74.4,6.3,2.397,0.996,Information Systems,83.0,51.0,300.0,ACM,NO,1.0,https://www.scopus.com/sourceid/13044,0362-5915,1557-4644,Scopus & SCIEISI,ACM,100.0,No
Entropy,11811,3156,68.7,3.7,1.104,0.527,Information Systems,65.0,104.0,300.0,Multidisciplinary Digital Publishing Institute (MDPI),YES,2.0,https://www.scopus.com/sourceid/13715,1099-4300,,Scopus,Others,200.0,Yes
International Review of Applied Sciences and Engineering,46,81,28.4,0.6,0.866,0.22899999999999998,Information Systems,13.0,259.0,300.0,Akademiai Kiado,NO,4.0,https://www.scopus.com/sourceid/21100842159,2062-0810,2063-4269,Scopus,Others,400.0,No
Revista Digital de Biblioteconomia e Ciencia da Informacao,23,53,34.0,0.4,0.284,0.114,Information Systems,12.0,263.0,300.0,Universidade Estadual de Campinas,YES,4.0,https://www.scopus.com/sourceid/21100901898,,1678-765X,Scopus,Others,400.0,Yes
Egyptian Informatics Journal,750,84,84.5,8.9,2.278,0.65,Information Systems,93.0,21.0,300.0,Cairo University,YES,1.0,https://www.scopus.com/sourceid/19700182731,1110-8665,,Scopus & SCIEISI,Others,100.0,Yes
Ingenierie des Systemes d'Information,117,181,30.4,0.6,0.551,0.17,Information Systems,15.0,254.0,300.0,Lavoisier,NO,4.0,https://www.scopus.com/sourceid/21100202935,1633-1311,2116-7125,Scopus,Others,400.0,No
Journal of Strategic Information Systems,768,76,85.5,10.1,3.158,2.698,Information Systems,95.0,14.0,300.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/12396,0963-8687,,Scopus & SCIEISI,Elsevier,100.0,No
Journal of Information Science,940,187,78.6,5.0,2.068,0.669,Information Systems,77.0,69.0,300.0,SAGE,NO,1.0,https://www.scopus.com/sourceid/12813,0165-5515,1741-6485,Scopus & SCIEISI,Others,100.0,No
Molecular Simulation,2096,631,68.6,3.3,0.635,0.47200000000000003,Information Systems,61.0,116.0,300.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/24801,0892-7022,1029-0435,Scopus,Taylor and Francis,200.0,No
Information Fusion,8510,388,94.6,21.9,5.696000000000001,3.112,Information Systems,99.0,1.0,300.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/26099,1566-2535,1872-6305,Scopus & SCIEISI,Elsevier,100.0,No
IEEE Transactions on Multi-Scale Computing Systems,721,120,83.3,6.0,1.723,0.581,Information Systems,81.0,55.0,300.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/21100420109,2332-7766,,Scopus,IEEE,100.0,No
"Technology, Pedagogy and Education",464,150,66.0,3.1,1.228,0.87,Information Systems,58.0,126.0,300.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/5800179620,1475-939X,1747-5139,Scopus,Taylor and Francis,200.0,No
Acta Informatica,395,96,68.8,4.1,1.3359999999999999,0.664,Information Systems,70.0,89.0,300.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/15012,0001-5903,1432-0525,Scopus & SCIEISI,Springer,200.0,No
